,prospectid,total_tl,tot_closed_tl,tot_active_tl,total_tl_opened_l6m,tot_tl_closed_l6m,pct_tl_open_l6m,pct_tl_closed_l6m,pct_active_tl,pct_closed_tl,total_tl_opened_l12m,tot_tl_closed_l12m,pct_tl_open_l12m,pct_tl_closed_l12m,tot_missed_pmnt,auto_tl,cc_tl,consumer_tl,gold_tl,home_tl,pl_tl,secured_tl,unsecured_tl,other_tl,age_oldest_tl,age_newest_tl,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,cc_enq,cc_enq_l6m,cc_enq_l12m,pl_enq,pl_enq_l6m,pl_enq_l12m,time_since_recent_enq,enq_l12m,enq_l6m,enq_l3m,maritalstatus,education,age,gender,netmonthlyincome,time_with_curr_empr,pct_of_active_tls_ever,pct_opened_tls_l6m_of_l12m,pct_currentbal_all_tl,cc_utilization,cc_flag,pl_utilization,pl_flag,pct_pl_enq_l6m_of_l12m,pct_cc_enq_l6m_of_l12m,pct_pl_enq_l6m_of_ever,pct_cc_enq_l6m_of_ever,max_unsec_exposure_inpct,hl_flag,gl_flag,last_prod_enq2,first_prod_enq2,credit_score,approved_flag
50650,50651,3,3,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,2,0,0,3,0,0,74.0,15.0,1770.0,,,0,,0,0,0,0,,,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,12TH,45,M,19000,186,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,693,P2
50651,50652,16,11,5,1,2,0.062,0.125,0.312,0.688,4,3,0.25,0.188,1,1,1,6,6,0,1,7,9,1,45.0,2.0,31.0,,,0,,0,0,0,0,0.0,0.0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,17.0,2.0,2.0,2.0,4.0,2.0,2.0,28.0,14.0,11.0,7.0,Married,GRADUATE,27,M,16800,155,0.312,0.25,0.776,0.744,1,0.973,1,1.0,1.0,0.5,1.0,5.236,1,0,CC,ConsumerLoan,649,P4
50652,50653,3,0,3,2,0,0.667,0.0,1.0,0.0,2,0,0.667,0.0,0,1,0,0,0,1,0,3,0,1,19.0,5.0,43.0,6.0,4.0,3,92.0,31,2,3,1,61.0,92.0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,31,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,Married,12TH,32,M,45000,186,1.0,1.0,0.885,,0,,0,0.0,0.0,0.0,0.0,,0,1,others,others,667,P3
50653,50654,7,2,5,1,0,0.143,0.0,0.714,0.286,2,0,0.286,0.0,1,0,1,0,0,0,5,1,6,1,110.0,5.0,63.0,15.0,5.0,3,3.0,3,1,1,0,3.0,3.0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,11.0,3.0,0.0,1.0,4.0,0.0,1.0,162.0,5.0,2.0,0.0,Married,12TH,37,M,35000,250,0.714,0.5,0.848,1.0,1,0.713,1,0.0,0.0,0.0,0.0,16.241,0,0,others,PL,705,P1
50654,50655,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,7.0,7.0,68.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,18.0,3.0,2.0,2.0,Married,12TH,34,M,24000,100,1.0,0.0,0.3,,0,,0,0.0,1.0,0.0,1.0,0.791,0,0,ConsumerLoan,others,673,P2
50655,50656,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,1,0,0,0,0,0,1,1,1,41.0,5.0,886.0,,,0,,0,0,0,0,,,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,168.0,2.0,2.0,0.0,Married,GRADUATE,43,M,15000,102,1.0,1.0,0.928,,0,,0,1.0,0.0,1.0,0.0,38.333,0,0,PL,others,687,P2
50656,50657,6,6,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.167,0,0,0,0,5,0,0,6,0,1,74.0,20.0,308.0,35.0,1.0,23,134.0,72,5,8,3,73.0,73.0,21,20,31,0,3,0,0,0,0,0,0,0,0,0,72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Married,SSC,42,M,31000,102,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,ConsumerLoan,AL,691,P2
50657,50658,5,1,4,2,1,0.4,0.2,0.8,0.2,3,1,0.6,0.2,0,1,0,1,0,0,0,2,3,3,87.0,2.0,42.0,32.0,6.0,4,56.0,25,0,2,2,0.0,56.0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,1.0,0.0,0.0,Single,12TH,27,M,25000,40,0.8,0.667,0.19,,0,,0,0.0,0.0,0.0,0.0,1.582,0,0,others,others,687,P2
50658,50659,21,18,3,0,0,0.0,0.0,0.143,0.857,0,0,0.0,0.0,0,0,0,0,21,0,0,21,0,0,55.0,30.0,708.0,35.0,27.0,13,156.0,76,0,0,0,,,10,9,0,0,0,0,0,0,0,0,0,0,0,0,61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,1.0,Married,SSC,42,M,30000,284,0.143,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,ConsumerLoan,ConsumerLoan,662,P3
50659,50660,9,8,1,1,0,0.111,0.0,0.111,0.889,1,0,0.111,0.0,1,0,0,8,0,0,1,0,9,0,90.0,5.0,494.0,33.0,23.0,10,239.0,23,0,0,0,0.0,0.0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,23,16.0,2.0,0.0,1.0,5.0,2.0,4.0,96.0,6.0,3.0,0.0,Single,GRADUATE,28,M,24000,78,0.111,1.0,0.781,,0,0.781,1,0.5,0.0,0.4,0.0,1.458,0,0,PL,ConsumerLoan,668,P3
50660,50661,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,0,1,1,0,2,0,0,43.0,33.0,91.0,,,0,,0,0,0,0,0.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Married,12TH,37,M,30000,125,0.5,0.0,0.643,,0,,0,0.0,0.0,0.0,0.0,,1,1,others,others,686,P2
50661,50662,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,90.0,90.0,2026.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,Married,SSC,27,M,21600,25,1.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,660,P3
50662,50663,8,5,3,0,1,0.0,0.125,0.375,0.625,3,1,0.375,0.125,1,0,0,4,4,0,0,4,4,0,27.0,10.0,57.0,26.0,9.0,4,66.0,66,0,1,1,0.0,27.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,27,3.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,2.0,0.0,0.0,Married,SSC,32,M,30000,50,0.375,0.0,0.248,,0,,0,0.0,0.0,0.0,0.0,1.414,1,0,others,others,682,P2
50663,50664,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,72.0,72.0,1730.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,3.0,3.0,3.0,Married,GRADUATE,33,M,25000,75,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,ConsumerLoan,ConsumerLoan,662,P3
50664,50665,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,8.0,8.0,58.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,120.0,2.0,1.0,0.0,Married,12TH,45,M,10000,145,1.0,0.0,0.1,,0,,0,1.0,0.0,1.0,0.0,1.699,0,0,PL,others,680,P2
50665,50666,2,1,1,1,0,0.5,0.0,0.5,0.5,1,1,0.5,0.5,1,0,0,2,0,0,0,0,2,0,15.0,2.0,243.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1.0,1.0,1.0,Single,12TH,43,M,20000,224,0.5,1.0,0.667,,0,,0,0.0,0.0,0.0,0.0,1.05,0,0,ConsumerLoan,ConsumerLoan,667,P3
50666,50667,14,9,5,3,0,0.214,0.0,0.357,0.643,4,0,0.286,0.0,2,6,0,2,3,0,2,9,5,1,139.0,3.0,53.0,29.0,23.0,6,150.0,120,0,0,0,0.0,0.0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,120,11.0,0.0,0.0,0.0,5.0,0.0,2.0,160.0,5.0,3.0,0.0,Married,UNDER GRADUATE,45,M,25000,247,0.357,0.75,0.935,,0,0.855,1,0.0,0.0,0.0,0.0,5.233,1,0,AL,AL,705,P1
50667,50668,3,0,3,0,0,0.0,0.0,1.0,0.0,2,0,0.667,0.0,0,0,1,2,0,0,0,0,3,0,21.0,7.0,43.0,6.0,4.0,3,87.0,27,2,3,1,59.0,87.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,1.0,0.0,0.0,Married,GRADUATE,55,M,20000,66,1.0,0.0,0.189,0.017,1,,0,0.0,0.0,0.0,0.0,1.319,0,0,ConsumerLoan,ConsumerLoan,659,P3
50668,50669,3,0,3,2,0,0.667,0.0,1.0,0.0,2,0,0.667,0.0,2,0,0,1,2,0,0,2,1,0,16.0,4.0,84.0,,,0,,0,0,0,0,0.0,0.0,0,0,12,4,8,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,120.0,2.0,2.0,0.0,Single,GRADUATE,24,M,32000,78,1.0,1.0,1.015,,0,,0,1.0,0.0,1.0,0.0,0.812,1,0,others,PL,690,P2
50669,50670,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,50.0,50.0,43.0,,,0,,0,0,0,0,,,0,0,28,5,11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,12TH,34,M,22500,89,1.0,0.0,0.055,,0,,0,0.0,0.0,0.0,0.0,0.045,0,0,others,others,700,P2
50670,50671,5,3,2,0,1,0.0,0.2,0.4,0.6,0,1,0.0,0.2,0,0,0,0,0,0,0,4,1,5,98.0,28.0,56.0,,,0,,0,0,0,0,,0.0,0,0,54,8,18,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,Married,GRADUATE,49,M,25000,369,0.4,0.0,0.264,,0,,0,0.0,0.0,0.0,0.0,0.145,0,0,ConsumerLoan,PL,701,P1
50671,50672,4,2,2,0,0,0.0,0.0,0.5,0.5,1,1,0.25,0.25,0,0,0,4,0,0,0,0,4,0,37.0,6.0,74.0,,,0,,0,0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,1.0,0.0,0.0,Married,12TH,47,M,26000,48,0.5,0.0,0.16,,0,,0,0.0,0.0,0.0,0.0,1.359,0,0,others,ConsumerLoan,678,P2
50672,50673,18,7,11,5,0,0.278,0.0,0.611,0.389,12,3,0.667,0.167,6,0,0,2,13,0,1,14,4,2,49.0,1.0,23.0,,,0,,0,0,0,0,0.0,0.0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,3.0,3.0,3.0,86.0,6.0,4.0,1.0,Single,UNDER GRADUATE,24,M,41500,28,0.611,0.417,0.939,,0,0.984,1,1.0,0.0,1.0,0.0,7.301,1,0,others,others,693,P2
50673,50674,57,51,6,3,3,0.053,0.053,0.105,0.895,4,3,0.07,0.053,3,1,0,0,23,0,16,38,19,17,101.0,1.0,33.0,26.0,17.0,4,78.0,78,0,0,0,0.0,0.0,1,1,136,2,8,0,0,0,0,0,0,0,0,0,29,4.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,0.0,0.0,0.0,Married,SSC,55,M,65000,245,0.105,0.75,0.825,,0,0.794,1,0.0,0.0,0.0,0.0,28.869,1,0,others,ConsumerLoan,688,P2
50674,50675,25,14,11,2,3,0.08,0.12,0.44,0.56,8,3,0.32,0.12,1,4,0,16,0,0,2,4,21,3,99.0,1.0,33.0,,,0,,0,0,0,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0.0,0.0,0.0,9.0,2.0,4.0,97.0,7.0,4.0,0.0,Married,GRADUATE,42,M,22000,150,0.44,0.25,0.636,,0,0.218,1,0.5,0.0,0.222,0.0,16.044,0,0,PL,others,696,P2
50675,50676,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,8.0,8.0,37.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Married,12TH,25,M,20500,66,1.0,0.0,0.796,,0,,0,1.0,0.0,1.0,0.0,,0,0,PL,PL,657,P4
50676,50677,6,1,5,1,1,0.167,0.167,0.833,0.167,3,1,0.5,0.167,2,0,0,5,0,0,0,0,6,1,19.0,1.0,62.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,3.0,3.0,2.0,Single,12TH,24,M,12000,53,0.833,0.333,0.39,,0,,0,0.0,0.0,0.0,0.0,5.414,0,0,others,ConsumerLoan,672,P2
50677,50678,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,1,1,41.0,19.0,480.0,,,0,,0,0,0,0,0.0,0.0,0,0,18,4,10,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1237.0,0.0,0.0,0.0,Married,12TH,23,M,10000,41,1.0,0.0,0.512,,0,,0,0.0,0.0,0.0,0.0,4.5,0,0,others,others,693,P2
50678,50679,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,54.0,54.0,,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,12TH,32,M,18000,245,1.0,0.0,1.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,686,P2
50679,50680,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,8.0,8.0,70.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,Single,GRADUATE,28,M,28000,70,1.0,0.0,0.444,,0,,0,0.0,1.0,0.0,1.0,0.893,0,0,ConsumerLoan,others,671,P2
50680,50681,6,3,3,0,0,0.0,0.0,0.5,0.5,2,0,0.333,0.0,1,1,0,1,4,0,0,5,1,0,36.0,7.0,102.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,2.0,1.0,1.0,Married,GRADUATE,28,M,15000,101,0.5,0.0,0.758,,0,,0,0.0,0.0,0.0,0.0,0.719,1,0,others,PL,687,P2
50681,50682,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,2,0,0,0,0,0,2,0,0,97.0,97.0,2400.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,1.0,0.0,0.0,Married,12TH,37,M,35000,137,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,694,P2
50682,50683,12,10,2,0,0,0.0,0.0,0.167,0.833,2,0,0.167,0.0,2,0,0,0,0,1,0,12,0,11,94.0,11.0,427.0,,,0,,0,0,0,0,0.0,0.0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1331.0,0.0,0.0,0.0,Married,12TH,39,F,22000,80,0.167,0.0,1.069,,0,,0,0.0,0.0,0.0,0.0,,0,1,HL,HL,704,P1
50683,50684,12,9,3,1,1,0.083,0.083,0.25,0.75,3,3,0.25,0.25,0,0,0,0,8,0,0,12,0,4,75.0,3.0,80.0,32.0,15.0,6,90.0,59,0,0,0,0.0,0.0,4,1,84,5,13,0,0,0,0,0,0,0,0,0,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,Married,UNDER GRADUATE,31,M,30000,96,0.25,0.333,1.054,,0,,0,0.0,0.0,0.0,0.0,,1,0,ConsumerLoan,ConsumerLoan,684,P2
50684,50685,8,4,4,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,1,1,0,0,0,2,4,4,4,1,174.0,19.0,267.0,14.0,14.0,1,30.0,30,0,0,0,,0.0,0,0,51,8,15,0,0,0,0,0,0,0,0,0,30,15.0,0.0,0.0,0.0,7.0,0.0,0.0,359.0,1.0,0.0,0.0,Married,12TH,63,M,16000,130,0.5,0.0,0.445,,0,0.776,1,0.0,0.0,0.0,0.0,6.25,0,1,HL,PL,721,P1
50685,50686,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,0,1,0,0,0,0,0,2,1,23.0,8.0,36.0,,,0,,0,0,0,0,0.0,0.0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,6.0,1.0,0.0,1.0,4.0,0.0,0.0,235.0,1.0,0.0,0.0,Married,GRADUATE,33,M,24200,125,1.0,0.0,0.712,0.977,1,,0,0.0,0.0,0.0,0.0,10.512,0,0,CC,PL,679,P2
50686,50687,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,2,0,0,0,0,2,0,30.0,14.0,151.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,0.0,0.0,0.0,Married,GRADUATE,49,M,28000,78,0.5,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,0.607,0,0,others,ConsumerLoan,683,P2
50687,50688,6,2,4,3,1,0.5,0.167,0.667,0.333,4,1,0.667,0.167,0,2,0,2,0,0,2,2,4,0,37.0,5.0,29.0,,,0,,0,0,0,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,121.0,4.0,3.0,0.0,Married,12TH,42,M,22000,124,0.667,0.75,0.838,,0,0.842,1,1.0,0.0,1.0,0.0,10.509,0,0,PL,others,673,P2
50688,50689,3,0,3,2,0,0.667,0.0,1.0,0.0,3,0,1.0,0.0,1,1,0,2,0,0,0,1,2,0,11.0,1.0,25.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0.0,0.0,0.0,2.0,0.0,2.0,10.0,19.0,10.0,9.0,Married,GRADUATE,33,M,30000,100,1.0,0.667,0.883,,0,,0,0.0,0.0,0.0,0.0,1.293,0,0,ConsumerLoan,ConsumerLoan,635,P4
50689,50690,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,18.0,18.0,143.0,14.0,14.0,1,8.0,8,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Married,SSC,57,M,48000,176,1.0,0.0,0.99,,0,,0,0.0,0.0,0.0,0.0,,1,0,ConsumerLoan,ConsumerLoan,651,P4
50690,50691,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,80.0,80.0,1668.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,Married,GRADUATE,29,M,20000,51,0.0,0.0,0.0,,0,,0,1.0,0.0,1.0,0.0,,0,0,ConsumerLoan,others,670,P2
50691,50692,6,2,4,2,1,0.333,0.167,0.667,0.333,4,1,0.667,0.167,0,0,0,3,1,0,1,2,4,1,19.0,5.0,41.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0.0,0.0,0.0,3.0,2.0,2.0,23.0,16.0,4.0,2.0,Single,GRADUATE,32,M,35000,75,0.667,0.5,0.774,,0,0.967,1,1.0,0.0,0.667,0.0,8.519,1,0,ConsumerLoan,PL,669,P2
50692,50693,19,13,6,10,6,0.526,0.316,0.316,0.684,12,7,0.632,0.368,3,0,0,3,13,0,2,13,6,1,82.0,1.0,41.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,17.0,14.0,9.0,Married,SSC,42,M,48000,311,0.316,0.833,0.911,,0,0.964,1,0.5,0.0,0.5,0.0,5.139,1,0,ConsumerLoan,ConsumerLoan,654,P4
50693,50694,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,0,0,2,0,0,2,0,0,17.0,4.0,,,,0,,0,0,0,0,,,0,0,11,4,7,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,2.0,1.0,0.0,Married,12TH,36,M,13000,251,0.5,1.0,1.006,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,694,P2
50694,50695,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,7.0,7.0,31.0,,,0,,0,0,0,0,,,0,0,6,4,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,12TH,30,M,30000,94,1.0,0.0,0.902,,0,,0,0.0,0.0,0.0,0.0,1.667,0,0,others,others,682,P2
50695,50696,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,5.0,5.0,28.0,,,0,,0,0,0,0,,,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,Single,SSC,25,M,15000,141,1.0,1.0,0.913,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,670,P2
50696,50697,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,57.0,57.0,1203.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1723.0,0.0,0.0,0.0,Married,SSC,24,M,30000,66,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,684,P2
50697,50698,7,3,4,0,1,0.0,0.143,0.571,0.429,3,2,0.429,0.286,0,2,1,3,0,0,0,2,5,1,123.0,10.0,60.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,302.0,3.0,0.0,0.0,Single,GRADUATE,31,M,30000,185,0.571,0.0,0.426,0.0,1,,0,0.0,0.0,0.0,0.0,0.756,0,0,ConsumerLoan,others,709,P1
50698,50699,3,1,2,1,1,0.333,0.333,0.667,0.333,1,1,0.333,0.333,0,1,0,2,0,0,0,1,2,0,48.0,4.0,78.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,0.0,0.0,0.0,Single,SSC,26,M,18000,66,0.667,1.0,0.145,,0,,0,0.0,0.0,0.0,0.0,0.833,0,0,others,others,689,P2
50699,50700,5,2,3,0,0,0.0,0.0,0.6,0.4,1,0,0.2,0.0,1,0,0,0,4,0,0,4,1,1,41.0,8.0,251.0,,,0,,0,0,0,0,,,0,0,25,5,11,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,Married,12TH,39,F,10000,122,0.6,0.0,0.866,,0,,0,0.0,0.0,0.0,0.0,6.0,1,0,ConsumerLoan,ConsumerLoan,701,P1
50700,50701,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,10.0,10.0,101.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,309.0,1.0,0.0,0.0,Married,12TH,56,M,18000,79,1.0,0.0,0.083,,0,,0,0.0,0.0,0.0,0.0,0.611,0,0,PL,PL,679,P2
50701,50702,3,3,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,2,0,0,3,0,1,62.0,31.0,,,,0,,0,0,0,0,,,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,SSC,36,M,16000,126,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,695,P2
50702,50703,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,0,0,1,1,0,0,1,1,0,41.0,4.0,55.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0.0,0.0,0.0,8.0,3.0,7.0,7.0,12.0,8.0,4.0,Married,GRADUATE,31,M,15000,29,1.0,1.0,0.563,,0,,0,0.429,0.0,0.375,0.0,1.096,1,0,ConsumerLoan,PL,655,P4
50703,50704,3,1,2,1,1,0.333,0.333,0.667,0.333,1,1,0.333,0.333,1,0,0,1,2,0,0,2,1,0,14.0,2.0,58.0,,,0,,0,0,0,0,0.0,0.0,0,0,26,9,21,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,3.0,3.0,3.0,Married,POST-GRADUATE,28,M,23000,72,0.667,1.0,1.041,,0,,0,0.0,0.0,0.0,0.0,0.709,1,0,ConsumerLoan,ConsumerLoan,685,P2
